id,geographic_area_name,estimate_total,estimate_total_white_alone,estimate_total_black_or_african_american_alone,estimate_total_american_indian_and_alaska_native_alone,estimate_total_asian_alone,estimate_total_native_hawaiian_and_other_pacific_islander_alone,estimate_total_some_other_race_alone,estimate_total_two_or_more_races,estimate_total_two_or_more_races_two_races_including_some_other_race,estimate_total_two_or_more_races_two_races_excluding_some_other_race_and_three_or_more_races
1500000US530330247013,"Block Group 3, Census Tract 247.01, King County, Washington",1036,562,0,0,371,0,59,44,0,44
1500000US530330247021,"Block Group 1, Census Tract 247.02, King County, Washington",1892,1141,24,0,559,0,0,168,20,148
1500000US530330247022,"Block Group 2, Census Tract 247.02, King County, Washington",1370,827,95,0,318,0,94,36,0,36
1500000US530330247023,"Block Group 3, Census Tract 247.02, King County, Washington",2082,1282,158,0,586,0,0,56,0,56
1500000US530330247024,"Block Group 4, Census Tract 247.02, King County, Washington",1233,673,0,0,480,0,0,80,0,80
1500000US530330247025,"Block Group 5, Census Tract 247.02, King County, Washington",1093,706,88,0,299,0,0,0,0,0
1500000US530330248001,"Block Group 1, Census Tract 248, King County, Washington",1153,581,205,14,297,0,0,56,14,42
1500000US530330248002,"Block Group 2, Census Tract 248, King County, Washington",2405,1240,52,0,645,0,151,317,0,317
1500000US530330248003,"Block Group 3, Census Tract 248, King County, Washington",2372,795,76,41,823,0,403,234,0,234
1500000US530330249011,"Block Group 1, Census Tract 249.01, King County, Washington",1132,394,0,7,705,0,0,26,0,26
1500000US530330249012,"Block Group 2, Census Tract 249.01, King County, Washington",1706,813,5,13,795,0,0,80,0,80
1500000US530330249013,"Block Group 3, Census Tract 249.01, King County, Washington",1125,444,0,0,681,0,0,0,0,0
1500000US530330249014,"Block Group 4, Census Tract 249.01, King County, Washington",1267,523,12,0,660,0,0,72,0,72
1500000US530330249021,"Block Group 1, Census Tract 249.02, King County, Washington",1189,501,31,0,500,0,12,145,20,125
1500000US530330249022,"Block Group 2, Census Tract 249.02, King County, Washington",1648,914,23,0,591,0,24,96,0,96
1500000US530330249023,"Block Group 3, Census Tract 249.02, King County, Washington",1331,800,43,0,358,0,31,99,12,87
1500000US530330249031,"Block Group 1, Census Tract 249.03, King County, Washington",1946,855,0,0,1000,0,14,77,0,77
1500000US530330249032,"Block Group 2, Census Tract 249.03, King County, Washington",2019,981,0,0,912,0,59,67,15,52
1500000US530330249033,"Block Group 3, Census Tract 249.03, King County, Washington",1319,525,0,0,794,0,0,0,0,0
1500000US530330249034,"Block Group 4, Census Tract 249.03, King County, Washington",1446,671,5,31,655,0,0,84,0,84
1500000US530330250011,"Block Group 1, Census Tract 250.01, King County, Washington",1022,615,24,0,359,0,7,17,0,17
1500000US530330250012,"Block Group 2, Census Tract 250.01, King County, Washington",1675,889,0,14,712,0,36,24,0,24
1500000US530330250013,"Block Group 3, Census Tract 250.01, King County, Washington",1446,1001,99,0,262,0,50,34,24,10
1500000US530330250014,"Block Group 4, Census Tract 250.01, King County, Washington",1232,927,0,0,205,0,29,71,40,31
1500000US530330250031,"Block Group 1, Census Tract 250.03, King County, Washington",853,674,40,0,121,0,0,18,0,18
1500000US530330250032,"Block Group 2, Census Tract 250.03, King County, Washington",1418,870,0,0,496,27,0,25,0,25
1500000US530330250033,"Block Group 3, Census Tract 250.03, King County, Washington",1244,881,0,0,307,0,38,18,0,18
1500000US530330250034,"Block Group 4, Census Tract 250.03, King County, Washington",1452,892,0,0,503,0,57,0,0,0
1500000US530330250035,"Block Group 5, Census Tract 250.03, King County, Washington",2047,1178,85,0,754,0,0,30,0,30
1500000US530330250051,"Block Group 1, Census Tract 250.05, King County, Washington",3295,1988,66,0,1013,0,0,228,10,218
1500000US530330250052,"Block Group 2, Census Tract 250.05, King County, Washington",1902,969,31,0,723,0,32,147,25,122
1500000US530330250061,"Block Group 1, Census Tract 250.06, King County, Washington",1422,737,0,0,636,0,0,49,0,49
1500000US530330250062,"Block Group 2, Census Tract 250.06, King County, Washington",3229,2233,19,0,825,0,0,152,0,152
1500000US530330250063,"Block Group 3, Census Tract 250.06, King County, Washington",1689,1086,0,0,395,0,0,208,0,208
1500000US530330251011,"Block Group 1, Census Tract 251.01, King County, Washington",2223,1011,111,0,568,0,459,74,0,74
1500000US530330251012,"Block Group 2, Census Tract 251.01, King County, Washington",1072,877,16,12,118,0,33,16,0,16
1500000US530330251013,"Block Group 3, Census Tract 251.01, King County, Washington",1188,765,0,0,351,0,0,72,0,72
1500000US530330251014,"Block Group 4, Census Tract 251.01, King County, Washington",2150,1181,154,0,614,13,0,188,0,188
1500000US530330251021,"Block Group 1, Census Tract 251.02, King County, Washington",1336,808,0,0,254,0,52,222,56,166
1500000US530330251022,"Block Group 2, Census Tract 251.02, King County, Washington",1549,506,279,0,578,0,39,147,0,147
1500000US530330251023,"Block Group 3, Census Tract 251.02, King County, Washington",3820,1610,120,0,1769,0,15,306,0,306
1500000US530330251024,"Block Group 4, Census Tract 251.02, King County, Washington",1534,1047,0,0,439,0,31,17,0,17
1500000US530330252001,"Block Group 1, Census Tract 252, King County, Washington",1414,958,108,0,132,0,35,181,148,33
1500000US530330252002,"Block Group 2, Census Tract 252, King County, Washington",2429,1475,42,13,754,0,85,60,0,60
1500000US530330252003,"Block Group 3, Census Tract 252, King County, Washington",1332,996,0,0,208,42,0,86,0,86
1500000US530330252004,"Block Group 4, Census Tract 252, King County, Washington",2535,1227,356,26,438,0,425,63,0,63
1500000US530330252005,"Block Group 5, Census Tract 252, King County, Washington",1289,853,0,0,314,24,34,64,0,64
1500000US530330253011,"Block Group 1, Census Tract 253.01, King County, Washington",1804,1148,428,0,43,0,108,77,0,77
1500000US530330253012,"Block Group 2, Census Tract 253.01, King County, Washington",1895,893,0,19,711,0,0,272,0,272
1500000US530330253013,"Block Group 3, Census Tract 253.01, King County, Washington",2914,1413,167,0,604,0,479,251,12,239
1500000US530330253021,"Block Group 1, Census Tract 253.02, King County, Washington",2024,1205,180,14,285,0,175,165,0,165
1500000US530330253022,"Block Group 2, Census Tract 253.02, King County, Washington",1923,803,438,0,213,339,28,102,18,84
1500000US530330253023,"Block Group 3, Census Tract 253.02, King County, Washington",1467,538,454,0,178,0,131,166,0,166
1500000US530330254001,"Block Group 1, Census Tract 254, King County, Washington",1722,943,90,0,508,0,18,163,0,163
1500000US530330254002,"Block Group 2, Census Tract 254, King County, Washington",1515,562,113,80,144,0,496,120,0,120
1500000US530330254003,"Block Group 3, Census Tract 254, King County, Washington",3320,1662,241,0,402,0,850,165,0,165
1500000US530330254004,"Block Group 4, Census Tract 254, King County, Washington",725,612,5,0,66,0,21,21,21,0
1500000US530330255001,"Block Group 1, Census Tract 255, King County, Washington",2062,1110,201,0,448,0,237,66,50,16
1500000US530330255002,"Block Group 2, Census Tract 255, King County, Washington",1510,931,28,12,251,0,178,110,0,110
1500000US530330255003,"Block Group 3, Census Tract 255, King County, Washington",1432,897,10,22,300,8,195,0,0,0
1500000US530330256011,"Block Group 1, Census Tract 256.01, King County, Washington",1143,470,0,26,335,18,189,105,58,47
1500000US530330256012,"Block Group 2, Census Tract 256.01, King County, Washington",1811,871,47,12,211,0,480,190,112,78
1500000US530330256013,"Block Group 3, Census Tract 256.01, King County, Washington",2409,909,101,0,1081,204,27,87,0,87
1500000US530330256021,"Block Group 1, Census Tract 256.02, King County, Washington",1953,1136,149,11,594,0,50,13,0,13
1500000US530330256022,"Block Group 2, Census Tract 256.02, King County, Washington",896,807,0,0,33,0,56,0,0,0
1500000US530330256023,"Block Group 3, Census Tract 256.02, King County, Washington",3614,1717,69,0,1718,0,0,110,0,110
1500000US530330257011,"Block Group 1, Census Tract 257.01, King County, Washington",1138,627,60,0,238,0,12,201,26,175
1500000US530330257012,"Block Group 2, Census Tract 257.01, King County, Washington",1103,660,124,15,292,0,0,12,0,12
1500000US530330257013,"Block Group 3, Census Tract 257.01, King County, Washington",1164,776,159,2,12,0,207,8,0,8
1500000US530330257014,"Block Group 4, Census Tract 257.01, King County, Washington",1501,519,467,0,141,57,127,190,0,190
1500000US530330257015,"Block Group 5, Census Tract 257.01, King County, Washington",1629,837,139,101,253,98,148,53,0,53
1500000US530330257021,"Block Group 1, Census Tract 257.02, King County, Washington",1391,937,192,0,113,0,11,138,31,107
1500000US530330257022,"Block Group 2, Census Tract 257.02, King County, Washington",1073,795,23,0,85,44,18,108,19,89
1500000US530330257023,"Block Group 3, Census Tract 257.02, King County, Washington",1079,492,102,0,447,0,26,12,0,12
1500000US530330258031,"Block Group 1, Census Tract 258.03, King County, Washington",1481,728,73,7,207,17,277,172,0,172
1500000US530330258032,"Block Group 2, Census Tract 258.03, King County, Washington",1220,577,85,15,126,0,260,157,63,94
1500000US530330258033,"Block Group 3, Census Tract 258.03, King County, Washington",2015,973,322,35,93,20,236,336,0,336
1500000US530330258041,"Block Group 1, Census Tract 258.04, King County, Washington",1495,892,40,0,284,0,148,131,0,131
1500000US530330258042,"Block Group 2, Census Tract 258.04, King County, Washington",659,382,9,0,85,0,111,72,6,66
1500000US530330258043,"Block Group 3, Census Tract 258.04, King County, Washington",1364,823,173,0,79,0,102,187,0,187
1500000US530330258051,"Block Group 1, Census Tract 258.05, King County, Washington",2693,1161,378,0,632,0,262,260,110,150
1500000US530330258052,"Block Group 2, Census Tract 258.05, King County, Washington",905,219,11,0,525,104,46,0,0,0
1500000US530330258053,"Block Group 3, Census Tract 258.05, King County, Washington",1646,1010,153,0,294,19,116,54,22,32
1500000US530330258061,"Block Group 1, Census Tract 258.06, King County, Washington",1329,551,92,5,614,11,6,50,7,43
1500000US530330258062,"Block Group 2, Census Tract 258.06, King County, Washington",2308,581,607,0,938,0,19,163,57,106
1500000US530330258063,"Block Group 3, Census Tract 258.06, King County, Washington",1769,646,382,35,319,37,9,341,30,311
1500000US530330260011,"Block Group 1, Census Tract 260.01, King County, Washington",1355,596,282,0,285,0,135,57,0,57
1500000US530330260012,"Block Group 2, Census Tract 260.01, King County, Washington",773,411,165,32,147,0,0,18,0,18
1500000US530330260013,"Block Group 3, Census Tract 260.01, King County, Washington",950,401,270,0,147,0,0,132,0,132
1500000US530330260014,"Block Group 4, Census Tract 260.01, King County, Washington",950,315,199,0,276,0,160,0,0,0
1500000US530330260015,"Block Group 5, Census Tract 260.01, King County, Washington",1622,417,382,35,618,0,119,51,0,51
1500000US530330260021,"Block Group 1, Census Tract 260.02, King County, Washington",3752,814,1861,0,556,0,63,458,63,395
1500000US530330260022,"Block Group 2, Census Tract 260.02, King County, Washington",1182,525,480,0,16,0,0,161,0,161
1500000US530330260023,"Block Group 3, Census Tract 260.02, King County, Washington",1670,539,275,0,633,0,21,202,0,202
1500000US530330260024,"Block Group 4, Census Tract 260.02, King County, Washington",1744,646,285,1,764,0,0,48,0,48
1500000US530330261001,"Block Group 1, Census Tract 261, King County, Washington",1391,103,32,0,1234,0,11,11,11,0
1500000US530330261002,"Block Group 2, Census Tract 261, King County, Washington",2054,255,999,0,422,0,198,180,0,180
1500000US530330261003,"Block Group 3, Census Tract 261, King County, Washington",1532,653,350,0,353,0,118,58,0,58
1500000US530330261004,"Block Group 4, Census Tract 261, King County, Washington",2105,402,592,0,702,0,340,69,0,69
1500000US530330261005,"Block Group 5, Census Tract 261, King County, Washington",1351,383,140,37,458,95,180,58,0,58
1500000US530330262001,"Block Group 1, Census Tract 262, King County, Washington",280,257,0,0,23,0,0,0,0,0
1500000US530330262002,"Block Group 2, Census Tract 262, King County, Washington",1621,585,146,10,455,22,31,372,13,359
1500000US530330262003,"Block Group 3, Census Tract 262, King County, Washington",2252,872,488,52,181,0,533,126,36,90
1500000US530330262004,"Block Group 4, Census Tract 262, King County, Washington",1583,855,31,21,457,0,39,180,0,180
1500000US530330263001,"Block Group 1, Census Tract 263, King County, Washington",415,94,27,0,79,27,0,188,25,163
1500000US530330263002,"Block Group 2, Census Tract 263, King County, Washington",1173,330,7,0,583,134,39,80,0,80
1500000US530330264001,"Block Group 1, Census Tract 264, King County, Washington",1100,193,107,0,185,293,277,45,0,45
1500000US530330264002,"Block Group 2, Census Tract 264, King County, Washington",1327,525,299,0,134,0,327,42,31,11
1500000US530330264003,"Block Group 3, Census Tract 264, King County, Washington",1250,646,149,13,44,0,271,127,0,127
1500000US530330264004,"Block Group 4, Census Tract 264, King County, Washington",859,689,83,0,72,0,15,0,0,0
1500000US530330264005,"Block Group 5, Census Tract 264, King County, Washington",1423,603,81,46,286,0,348,59,0,59
1500000US530330265001,"Block Group 1, Census Tract 265, King County, Washington",925,205,327,0,192,24,25,152,0,152
1500000US530330265002,"Block Group 2, Census Tract 265, King County, Washington",1751,546,375,0,401,0,215,214,18,196
1500000US530330265003,"Block Group 3, Census Tract 265, King County, Washington",1641,792,87,0,269,0,353,140,79,61
1500000US530330266001,"Block Group 1, Census Tract 266, King County, Washington",896,535,106,33,142,0,2,78,0,78
1500000US530330266002,"Block Group 2, Census Tract 266, King County, Washington",1389,851,143,6,201,0,12,176,15,161
1500000US530330267001,"Block Group 1, Census Tract 267, King County, Washington",1144,699,0,0,95,323,0,27,9,18
1500000US530330267002,"Block Group 2, Census Tract 267, King County, Washington",2263,1015,385,14,71,48,493,237,49,188
1500000US530330267003,"Block Group 3, Census Tract 267, King County, Washington",901,584,0,28,78,0,0,211,0,211
1500000US530330267004,"Block Group 4, Census Tract 267, King County, Washington",1296,1225,0,11,43,0,17,0,0,0
1500000US530330268011,"Block Group 1, Census Tract 268.01, King County, Washington",1665,826,98,22,339,0,218,162,75,87
1500000US530330268012,"Block Group 2, Census Tract 268.01, King County, Washington",1687,680,284,0,133,0,538,52,0,52
1500000US530330268013,"Block Group 3, Census Tract 268.01, King County, Washington",1116,143,52,136,109,47,439,190,0,190
1500000US530330268014,"Block Group 4, Census Tract 268.01, King County, Washington",1588,912,108,26,196,0,142,204,140,64
1500000US530330268021,"Block Group 1, Census Tract 268.02, King County, Washington",1640,508,283,0,378,171,279,21,6,15
1500000US530330268022,"Block Group 2, Census Tract 268.02, King County, Washington",804,247,0,0,191,0,274,92,0,92
1500000US530330268023,"Block Group 3, Census Tract 268.02, King County, Washington",1853,728,39,16,547,47,369,107,0,107
1500000US530330268024,"Block Group 4, Census Tract 268.02, King County, Washington",1227,538,160,0,295,0,174,60,33,27
1500000US530330270001,"Block Group 1, Census Tract 270, King County, Washington",1029,531,81,0,331,0,37,49,28,21
1500000US530330270002,"Block Group 2, Census Tract 270, King County, Washington",825,556,77,0,117,35,23,17,0,17
1500000US530330270003,"Block Group 3, Census Tract 270, King County, Washington",1308,838,28,71,124,0,169,78,36,42
1500000US530330271001,"Block Group 1, Census Tract 271, King County, Washington",1962,925,445,6,281,0,286,19,0,19
1500000US530330271002,"Block Group 2, Census Tract 271, King County, Washington",1828,1380,64,0,160,21,59,144,60,84
1500000US530330272001,"Block Group 1, Census Tract 272, King County, Washington",899,464,138,8,141,3,101,44,4,40
1500000US530330272002,"Block Group 2, Census Tract 272, King County, Washington",1702,466,335,0,365,20,361,155,0,155
1500000US530330273001,"Block Group 1, Census Tract 273, King County, Washington",1063,336,47,0,401,0,185,94,12,82
1500000US530330273002,"Block Group 2, Census Tract 273, King County, Washington",1889,412,256,29,1045,0,99,48,12,36
1500000US530330273003,"Block Group 3, Census Tract 273, King County, Washington",1416,774,46,0,372,0,211,13,0,13
1500000US530330273004,"Block Group 4, Census Tract 273, King County, Washington",1230,572,274,15,142,0,37,190,18,172
1500000US530330274001,"Block Group 1, Census Tract 274, King County, Washington",1823,852,52,0,474,13,31,401,0,401
1500000US530330274002,"Block Group 2, Census Tract 274, King County, Washington",1096,726,0,0,171,0,178,21,0,21
1500000US530330274003,"Block Group 3, Census Tract 274, King County, Washington",1608,734,59,0,523,15,121,156,0,156
1500000US530330274004,"Block Group 4, Census Tract 274, King County, Washington",905,333,31,0,150,0,242,149,124,25
1500000US530330275001,"Block Group 1, Census Tract 275, King County, Washington",1626,713,64,3,405,3,376,62,0,62
1500000US530330275002,"Block Group 2, Census Tract 275, King County, Washington",1217,565,26,0,346,0,118,162,0,162
1500000US530330275003,"Block Group 3, Census Tract 275, King County, Washington",836,477,69,35,66,0,26,163,51,112
1500000US530330275004,"Block Group 4, Census Tract 275, King County, Washington",1083,712,34,0,0,0,304,33,9,24
1500000US530330276001,"Block Group 1, Census Tract 276, King County, Washington",1446,741,222,63,125,0,284,11,0,11
1500000US530330276002,"Block Group 2, Census Tract 276, King County, Washington",2154,1045,154,68,75,0,748,64,0,64
1500000US530330276003,"Block Group 3, Census Tract 276, King County, Washington",1074,1032,0,0,33,0,0,9,9,0
1500000US530330277011,"Block Group 1, Census Tract 277.01, King County, Washington",1069,983,2,0,36,0,47,1,0,1
1500000US530330277012,"Block Group 2, Census Tract 277.01, King County, Washington",648,648,0,0,0,0,0,0,0,0
1500000US530330277013,"Block Group 3, Census Tract 277.01, King County, Washington",746,713,0,0,19,14,0,0,0,0
1500000US530330277014,"Block Group 4, Census Tract 277.01, King County, Washington",1303,1270,0,0,0,0,0,33,0,33
1500000US530330277015,"Block Group 5, Census Tract 277.01, King County, Washington",1544,1459,0,0,0,0,0,85,0,85
1500000US530330277021,"Block Group 1, Census Tract 277.02, King County, Washington",620,606,0,0,14,0,0,0,0,0
1500000US530330277022,"Block Group 2, Census Tract 277.02, King County, Washington",1956,1864,4,56,11,0,19,2,0,2
1500000US530330277023,"Block Group 3, Census Tract 277.02, King County, Washington",1373,1339,0,0,34,0,0,0,0,0
1500000US530330277024,"Block Group 4, Census Tract 277.02, King County, Washington",1032,1012,1,0,18,0,1,0,0,0
1500000US530330278001,"Block Group 1, Census Tract 278, King County, Washington",963,930,0,0,13,0,0,20,0,20
1500000US530330278002,"Block Group 2, Census Tract 278, King County, Washington",785,762,0,0,23,0,0,0,0,0
1500000US530330278003,"Block Group 3, Census Tract 278, King County, Washington",1627,1433,11,0,71,0,18,94,0,94
1500000US530330279001,"Block Group 1, Census Tract 279, King County, Washington",1252,817,291,1,77,0,35,31,0,31
1500000US530330279002,"Block Group 2, Census Tract 279, King County, Washington",1671,738,222,17,80,0,270,344,0,344
1500000US530330279003,"Block Group 3, Census Tract 279, King County, Washington",763,442,137,0,80,0,0,104,0,104
1500000US530330279004,"Block Group 4, Census Tract 279, King County, Washington",1543,1357,11,0,101,0,0,74,0,74
1500000US530330279005,"Block Group 5, Census Tract 279, King County, Washington",1181,789,0,16,0,0,295,81,43,38
1500000US530330279006,"Block Group 6, Census Tract 279, King County, Washington",1675,1087,120,0,329,0,5,134,17,117
1500000US530330280001,"Block Group 1, Census Tract 280, King County, Washington",1583,628,352,0,27,149,370,57,0,57
1500000US530330280002,"Block Group 2, Census Tract 280, King County, Washington",1912,446,332,27,503,0,495,109,10,99
1500000US530330280003,"Block Group 3, Census Tract 280, King County, Washington",1148,446,197,30,196,27,202,50,35,15
1500000US530330281001,"Block Group 1, Census Tract 281, King County, Washington",1282,338,536,32,292,0,11,73,0,73
1500000US530330281002,"Block Group 2, Census Tract 281, King County, Washington",1547,381,553,26,136,217,93,141,48,93
1500000US530330282001,"Block Group 1, Census Tract 282, King County, Washington",1705,551,348,1,299,134,297,75,0,75
1500000US530330282002,"Block Group 2, Census Tract 282, King County, Washington",2049,841,491,0,206,155,109,247,9,238
1500000US530330282003,"Block Group 3, Census Tract 282, King County, Washington",1186,325,486,0,170,6,183,16,0,16
1500000US530330283001,"Block Group 1, Census Tract 283, King County, Washington",1453,516,237,0,524,0,117,59,24,35
1500000US530330283002,"Block Group 2, Census Tract 283, King County, Washington",1273,723,79,27,212,0,92,140,108,32
1500000US530330283003,"Block Group 3, Census Tract 283, King County, Washington",2633,1102,316,9,839,0,89,278,0,278
1500000US530330284021,"Block Group 1, Census Tract 284.02, King County, Washington",891,397,154,0,112,200,20,8,0,8
1500000US530330284022,"Block Group 2, Census Tract 284.02, King County, Washington",1286,567,360,0,262,0,30,67,0,67
1500000US530330284023,"Block Group 3, Census Tract 284.02, King County, Washington",1567,536,154,0,302,19,234,322,0,322
1500000US530330284024,"Block Group 4, Census Tract 284.02, King County, Washington",1529,136,948,0,142,0,218,85,50,35
1500000US530330284031,"Block Group 1, Census Tract 284.03, King County, Washington",2816,517,1411,0,265,433,149,41,0,41
1500000US530330284032,"Block Group 2, Census Tract 284.03, King County, Washington",1298,581,18,48,195,45,229,182,0,182
1500000US530330284033,"Block Group 3, Census Tract 284.03, King County, Washington",1005,639,159,0,18,20,2,167,0,167
1500000US530330285001,"Block Group 1, Census Tract 285, King County, Washington",1058,686,42,5,167,0,67,91,0,91
1500000US530330285002,"Block Group 2, Census Tract 285, King County, Washington",1382,801,11,0,224,0,259,87,10,77
1500000US530330285003,"Block Group 3, Census Tract 285, King County, Washington",1804,577,340,0,182,0,316,389,179,210
1500000US530330286001,"Block Group 1, Census Tract 286, King County, Washington",1167,1153,0,0,0,0,14,0,0,0
1500000US530330286002,"Block Group 2, Census Tract 286, King County, Washington",826,705,0,0,102,0,0,19,0,19
1500000US530330286003,"Block Group 3, Census Tract 286, King County, Washington",1098,1068,0,0,30,0,0,0,0,0
1500000US530330286004,"Block Group 4, Census Tract 286, King County, Washington",963,881,0,0,68,0,14,0,0,0
1500000US530330286005,"Block Group 5, Census Tract 286, King County, Washington",1192,986,50,0,80,0,0,76,0,76
1500000US530330286006,"Block Group 6, Census Tract 286, King County, Washington",1278,719,38,0,318,0,203,0,0,0
1500000US530330287001,"Block Group 1, Census Tract 287, King County, Washington",1107,626,128,0,235,17,0,101,0,101
1500000US530330287002,"Block Group 2, Census Tract 287, King County, Washington",1151,809,40,0,45,26,136,95,27,68
1500000US530330287003,"Block Group 3, Census Tract 287, King County, Washington",1886,1438,41,0,170,0,102,135,42,93
1500000US530330287004,"Block Group 4, Census Tract 287, King County, Washington",1229,962,0,34,175,0,26,32,0,32
1500000US530330288011,"Block Group 1, Census Tract 288.01, King County, Washington",1210,835,47,18,116,125,13,56,8,48
1500000US530330288012,"Block Group 2, Census Tract 288.01, King County, Washington",1342,699,89,29,0,15,364,146,63,83
1500000US530330288013,"Block Group 3, Census Tract 288.01, King County, Washington",928,601,99,46,99,0,19,64,0,64
1500000US530330288021,"Block Group 1, Census Tract 288.02, King County, Washington",2255,895,882,15,228,0,136,99,51,48
1500000US530330288022,"Block Group 2, Census Tract 288.02, King County, Washington",1412,685,189,0,384,102,18,34,0,34
1500000US530330288023,"Block Group 3, Census Tract 288.02, King County, Washington",800,73,317,0,13,114,240,43,0,43
1500000US530330288024,"Block Group 4, Census Tract 288.02, King County, Washington",2526,800,869,0,136,213,389,119,10,109
1500000US530330289011,"Block Group 1, Census Tract 289.01, King County, Washington",1020,628,117,7,27,119,122,0,0,0
1500000US530330289012,"Block Group 2, Census Tract 289.01, King County, Washington",378,303,0,0,21,13,0,41,0,41
1500000US530330289013,"Block Group 3, Census Tract 289.01, King County, Washington",1072,1009,14,8,19,0,1,21,0,21
1500000US530330289014,"Block Group 4, Census Tract 289.01, King County, Washington",864,730,0,0,49,0,0,85,0,85
1500000US530330289021,"Block Group 1, Census Tract 289.02, King County, Washington",541,150,350,0,0,0,15,26,0,26
1500000US530330289022,"Block Group 2, Census Tract 289.02, King County, Washington",1395,804,124,0,30,0,320,117,0,117
1500000US530330289023,"Block Group 3, Census Tract 289.02, King County, Washington",1401,93,282,13,83,2,743,185,0,185
1500000US530330289024,"Block Group 4, Census Tract 289.02, King County, Washington",2242,569,447,0,300,483,204,239,61,178
1500000US530330289025,"Block Group 5, Census Tract 289.02, King County, Washington",1605,361,0,0,104,64,990,86,0,86
1500000US530330290011,"Block Group 1, Census Tract 290.01, King County, Washington",1034,919,44,0,43,0,2,26,0,26
1500000US530330290012,"Block Group 2, Census Tract 290.01, King County, Washington",1072,575,126,0,217,0,68,86,0,86
1500000US530330290013,"Block Group 3, Census Tract 290.01, King County, Washington",768,680,0,0,15,0,0,73,0,73
1500000US530330290014,"Block Group 4, Census Tract 290.01, King County, Washington",1921,1289,38,0,236,55,139,164,0,164
1500000US530330290031,"Block Group 1, Census Tract 290.03, King County, Washington",802,343,25,0,286,25,64,59,17,42
1500000US530330290032,"Block Group 2, Census Tract 290.03, King County, Washington",1453,513,168,0,241,0,370,161,114,47
1500000US530330290033,"Block Group 3, Census Tract 290.03, King County, Washington",1701,493,66,57,663,0,104,318,106,212
1500000US530330290034,"Block Group 4, Census Tract 290.03, King County, Washington",1096,949,16,0,21,0,110,0,0,0
1500000US530330290035,"Block Group 5, Census Tract 290.03, King County, Washington",642,250,51,0,194,0,55,92,0,92
1500000US530330290041,"Block Group 1, Census Tract 290.04, King County, Washington",1812,771,214,0,143,0,532,152,22,130
1500000US530330290042,"Block Group 2, Census Tract 290.04, King County, Washington",2166,988,257,0,278,0,555,88,35,53
1500000US530330291011,"Block Group 1, Census Tract 291.01, King County, Washington",1694,728,497,0,122,15,215,117,0,117
1500000US530330291012,"Block Group 2, Census Tract 291.01, King County, Washington",1633,527,188,8,724,0,0,186,0,186
1500000US530330291021,"Block Group 1, Census Tract 291.02, King County, Washington",1579,937,247,68,154,0,54,119,25,94
1500000US530330291022,"Block Group 2, Census Tract 291.02, King County, Washington",1599,648,357,0,66,478,0,50,0,50
1500000US530330291023,"Block Group 3, Census Tract 291.02, King County, Washington",1563,994,21,0,113,70,305,60,16,44
1500000US530330292031,"Block Group 1, Census Tract 292.03, King County, Washington",2679,1235,303,43,225,83,403,387,35,352
1500000US530330292032,"Block Group 2, Census Tract 292.03, King County, Washington",1605,885,107,6,114,106,233,154,8,146
1500000US530330292041,"Block Group 1, Census Tract 292.04, King County, Washington",2578,1155,413,0,292,0,495,223,46,177
1500000US530330292042,"Block Group 2, Census Tract 292.04, King County, Washington",2209,858,160,0,960,0,117,114,41,73
1500000US530330292043,"Block Group 3, Census Tract 292.04, King County, Washington",911,831,6,0,13,0,0,61,15,46
1500000US530330292044,"Block Group 4, Census Tract 292.04, King County, Washington",2006,720,336,40,71,0,643,196,92,104
1500000US530330292051,"Block Group 1, Census Tract 292.05, King County, Washington",2248,1127,526,0,468,0,0,127,0,127
1500000US530330292052,"Block Group 2, Census Tract 292.05, King County, Washington",1705,376,189,92,86,173,707,82,0,82
1500000US530330292053,"Block Group 3, Census Tract 292.05, King County, Washington",1144,725,50,14,200,0,96,59,2,57
1500000US530330292061,"Block Group 1, Census Tract 292.06, King County, Washington",358,162,16,0,35,0,145,0,0,0
1500000US530330292062,"Block Group 2, Census Tract 292.06, King County, Washington",1949,783,356,25,163,233,191,198,0,198
1500000US530330292063,"Block Group 3, Census Tract 292.06, King County, Washington",1965,782,381,7,47,167,434,147,0,147
1500000US530330293031,"Block Group 1, Census Tract 293.03, King County, Washington",867,411,111,0,115,182,0,48,0,48
1500000US530330293032,"Block Group 2, Census Tract 293.03, King County, Washington",991,450,102,0,324,18,48,49,29,20
1500000US530330293033,"Block Group 3, Census Tract 293.03, King County, Washington",2956,1151,340,0,720,0,159,586,14,572
1500000US530330293034,"Block Group 4, Census Tract 293.03, King County, Washington",1011,497,40,27,339,0,11,97,10,87
1500000US530330293035,"Block Group 5, Census Tract 293.03, King County, Washington",1635,921,165,0,482,0,0,67,0,67
1500000US530330293041,"Block Group 1, Census Tract 293.04, King County, Washington",1042,581,130,0,200,46,0,85,0,85
1500000US530330293042,"Block Group 2, Census Tract 293.04, King County, Washington",1505,814,0,0,532,10,25,124,0,124
1500000US530330293043,"Block Group 3, Census Tract 293.04, King County, Washington",1739,891,164,12,378,0,177,117,0,117
1500000US530330293044,"Block Group 4, Census Tract 293.04, King County, Washington",1130,846,99,43,142,0,0,0,0,0
1500000US530330293051,"Block Group 1, Census Tract 293.05, King County, Washington",1361,508,185,0,658,0,0,10,0,10
1500000US530330293052,"Block Group 2, Census Tract 293.05, King County, Washington",933,273,111,0,310,0,0,239,0,239
