id,geographic_area_name,estimate_total,estimate_total_white_alone,estimate_total_black_or_african_american_alone,estimate_total_american_indian_and_alaska_native_alone,estimate_total_asian_alone,estimate_total_native_hawaiian_and_other_pacific_islander_alone,estimate_total_some_other_race_alone,estimate_total_two_or_more_races,estimate_total_two_or_more_races_two_races_including_some_other_race,estimate_total_two_or_more_races_two_races_excluding_some_other_race_and_three_or_more_races
1500000US530330203002,"Block Group 2, Census Tract 203, King County, Washington",1210,1033,55,0,18,0,30,74,0,74
1500000US530330203003,"Block Group 3, Census Tract 203, King County, Washington",904,632,206,0,18,0,0,48,0,48
1500000US530330203004,"Block Group 4, Census Tract 203, King County, Washington",1381,899,84,0,356,0,0,42,0,42
1500000US530330203005,"Block Group 5, Census Tract 203, King County, Washington",2061,1131,193,0,363,229,79,66,0,66
1500000US530330204011,"Block Group 1, Census Tract 204.01, King County, Washington",1660,1085,175,36,207,0,0,157,0,157
1500000US530330204012,"Block Group 2, Census Tract 204.01, King County, Washington",1075,743,97,10,169,0,0,56,0,56
1500000US530330204013,"Block Group 3, Census Tract 204.01, King County, Washington",923,582,175,28,77,0,0,61,0,61
1500000US530330204021,"Block Group 1, Census Tract 204.02, King County, Washington",1214,826,0,13,233,0,1,141,0,141
1500000US530330204022,"Block Group 2, Census Tract 204.02, King County, Washington",1081,1014,1,0,31,0,19,16,0,16
1500000US530330204023,"Block Group 3, Census Tract 204.02, King County, Washington",848,457,35,0,95,0,231,30,0,30
1500000US530330204024,"Block Group 4, Census Tract 204.02, King County, Washington",1056,1039,0,0,17,0,0,0,0,0
1500000US530330204025,"Block Group 5, Census Tract 204.02, King County, Washington",1311,824,4,50,206,0,80,147,51,96
1500000US530330205001,"Block Group 1, Census Tract 205, King County, Washington",1840,1339,0,0,285,0,23,193,34,159
1500000US530330205002,"Block Group 2, Census Tract 205, King County, Washington",819,608,38,0,146,0,0,27,0,27
1500000US530330205003,"Block Group 3, Census Tract 205, King County, Washington",1094,754,0,0,284,0,0,56,0,56
1500000US530330205004,"Block Group 4, Census Tract 205, King County, Washington",1032,647,0,0,302,0,19,64,0,64
1500000US530330205005,"Block Group 5, Census Tract 205, King County, Washington",1383,819,0,4,201,0,343,16,16,0
1500000US530330205006,"Block Group 6, Census Tract 205, King County, Washington",794,447,104,0,118,0,101,24,13,11
1500000US530330206001,"Block Group 1, Census Tract 206, King County, Washington",1021,600,129,32,163,0,0,97,46,51
1500000US530330206002,"Block Group 2, Census Tract 206, King County, Washington",869,682,95,0,45,0,8,39,0,39
1500000US530330206003,"Block Group 3, Census Tract 206, King County, Washington",1069,633,39,0,330,0,0,67,0,67
1500000US530330206004,"Block Group 4, Census Tract 206, King County, Washington",719,468,28,0,201,0,0,22,0,22
1500000US530330207001,"Block Group 1, Census Tract 207, King County, Washington",1330,764,180,10,304,0,44,28,0,28
1500000US530330207002,"Block Group 2, Census Tract 207, King County, Washington",1431,873,203,0,214,20,11,110,19,91
1500000US530330207003,"Block Group 3, Census Tract 207, King County, Washington",1303,918,51,0,153,0,98,83,0,83
1500000US530330208001,"Block Group 1, Census Tract 208, King County, Washington",1359,1097,25,0,162,0,0,75,0,75
1500000US530330208002,"Block Group 2, Census Tract 208, King County, Washington",1235,1038,39,0,108,0,0,50,0,50
1500000US530330208003,"Block Group 3, Census Tract 208, King County, Washington",925,781,0,19,109,0,0,16,0,16
1500000US530330208004,"Block Group 4, Census Tract 208, King County, Washington",760,702,0,0,44,0,9,5,0,5
1500000US530330209001,"Block Group 1, Census Tract 209, King County, Washington",1812,1036,342,5,258,0,71,100,0,100
1500000US530330209002,"Block Group 2, Census Tract 209, King County, Washington",768,622,0,0,114,0,0,32,0,32
1500000US530330209003,"Block Group 3, Census Tract 209, King County, Washington",840,720,0,0,67,0,17,36,0,36
1500000US530330210001,"Block Group 1, Census Tract 210, King County, Washington",1256,673,158,31,288,0,15,91,16,75
1500000US530330210002,"Block Group 2, Census Tract 210, King County, Washington",1155,586,0,0,449,6,45,69,0,69
1500000US530330210003,"Block Group 3, Census Tract 210, King County, Washington",1241,841,81,56,158,0,0,105,0,105
1500000US530330210004,"Block Group 4, Census Tract 210, King County, Washington",1127,884,91,0,77,0,23,52,22,30
1500000US530330210005,"Block Group 5, Census Tract 210, King County, Washington",1245,603,125,0,282,61,0,174,0,174
1500000US530330211001,"Block Group 1, Census Tract 211, King County, Washington",1527,1316,0,0,146,0,0,65,0,65
1500000US530330211002,"Block Group 2, Census Tract 211, King County, Washington",1311,735,18,0,541,0,0,17,0,17
1500000US530330211003,"Block Group 3, Census Tract 211, King County, Washington",1558,816,430,16,199,11,31,55,0,55
1500000US530330211004,"Block Group 4, Census Tract 211, King County, Washington",0,0,0,0,0,0,0,0,0,0
1500000US530330213001,"Block Group 1, Census Tract 213, King County, Washington",1569,1173,0,0,204,0,86,106,29,77
1500000US530330213002,"Block Group 2, Census Tract 213, King County, Washington",1160,845,23,0,215,0,24,53,17,36
1500000US530330213003,"Block Group 3, Census Tract 213, King County, Washington",1335,1097,36,0,122,15,17,48,8,40
1500000US530330214001,"Block Group 1, Census Tract 214, King County, Washington",913,788,0,0,60,0,0,65,0,65
1500000US530330214002,"Block Group 2, Census Tract 214, King County, Washington",1665,1416,0,0,138,11,0,100,0,100
1500000US530330214003,"Block Group 3, Census Tract 214, King County, Washington",1383,1086,0,27,100,11,0,159,0,159
1500000US530330215001,"Block Group 1, Census Tract 215, King County, Washington",1240,866,40,9,196,0,20,109,0,109
1500000US530330215002,"Block Group 2, Census Tract 215, King County, Washington",1178,1016,17,0,77,0,0,68,0,68
1500000US530330215003,"Block Group 3, Census Tract 215, King County, Washington",1366,1220,18,0,95,15,0,18,0,18
1500000US530330215004,"Block Group 4, Census Tract 215, King County, Washington",1037,890,37,0,72,0,13,25,2,23
1500000US530330216001,"Block Group 1, Census Tract 216, King County, Washington",1553,1048,75,0,253,13,49,115,0,115
1500000US530330216002,"Block Group 2, Census Tract 216, King County, Washington",1175,938,11,0,41,108,0,77,30,47
1500000US530330216003,"Block Group 3, Census Tract 216, King County, Washington",1157,968,0,0,72,0,0,117,0,117
1500000US530330216004,"Block Group 4, Census Tract 216, King County, Washington",1018,752,17,9,160,0,14,66,0,66
1500000US530330217001,"Block Group 1, Census Tract 217, King County, Washington",1348,1029,0,14,67,0,139,99,0,99
1500000US530330217002,"Block Group 2, Census Tract 217, King County, Washington",1983,1437,41,14,437,2,16,36,0,36
1500000US530330217003,"Block Group 3, Census Tract 217, King County, Washington",1747,1048,28,0,605,0,19,47,0,47
1500000US530330217004,"Block Group 4, Census Tract 217, King County, Washington",1665,1249,17,0,59,26,212,102,0,102
1500000US530330217005,"Block Group 5, Census Tract 217, King County, Washington",2237,1822,18,0,331,0,0,66,0,66
1500000US530330218021,"Block Group 1, Census Tract 218.02, King County, Washington",2221,1362,0,0,767,0,0,92,0,92
1500000US530330218022,"Block Group 2, Census Tract 218.02, King County, Washington",2388,1751,17,98,272,0,212,38,0,38
1500000US530330218023,"Block Group 3, Census Tract 218.02, King County, Washington",1405,1160,8,0,213,0,0,24,0,24
1500000US530330218031,"Block Group 1, Census Tract 218.03, King County, Washington",1677,1184,79,0,290,8,11,105,11,94
1500000US530330218032,"Block Group 2, Census Tract 218.03, King County, Washington",1208,898,33,6,128,0,0,143,38,105
1500000US530330218033,"Block Group 3, Census Tract 218.03, King County, Washington",1150,803,24,0,111,0,98,114,10,104
1500000US530330218034,"Block Group 4, Census Tract 218.03, King County, Washington",999,784,62,0,145,0,0,8,0,8
1500000US530330218041,"Block Group 1, Census Tract 218.04, King County, Washington",1574,1133,145,19,185,0,0,92,0,92
1500000US530330218042,"Block Group 2, Census Tract 218.04, King County, Washington",2579,1392,82,0,414,0,526,165,20,145
1500000US530330218043,"Block Group 3, Census Tract 218.04, King County, Washington",1041,782,26,0,63,0,61,109,0,109
1500000US530330219031,"Block Group 1, Census Tract 219.03, King County, Washington",2069,1515,60,23,296,0,0,175,112,63
1500000US530330219032,"Block Group 2, Census Tract 219.03, King County, Washington",1110,972,42,0,73,0,0,23,0,23
1500000US530330219033,"Block Group 3, Census Tract 219.03, King County, Washington",640,577,39,0,0,0,20,4,0,4
1500000US530330219034,"Block Group 4, Census Tract 219.03, King County, Washington",604,563,0,0,41,0,0,0,0,0
1500000US530330219035,"Block Group 5, Census Tract 219.03, King County, Washington",1802,1500,41,32,98,0,16,115,0,115
1500000US530330219041,"Block Group 1, Census Tract 219.04, King County, Washington",2132,1025,39,0,759,0,160,149,24,125
1500000US530330219042,"Block Group 2, Census Tract 219.04, King County, Washington",819,522,6,0,209,0,24,58,0,58
1500000US530330219043,"Block Group 3, Census Tract 219.04, King County, Washington",1087,873,49,0,79,0,31,55,0,55
1500000US530330219044,"Block Group 4, Census Tract 219.04, King County, Washington",1193,586,15,5,352,0,66,169,10,159
1500000US530330219051,"Block Group 1, Census Tract 219.05, King County, Washington",1654,1256,0,0,336,0,45,17,0,17
1500000US530330219052,"Block Group 2, Census Tract 219.05, King County, Washington",1018,798,0,0,189,0,21,10,0,10
1500000US530330219053,"Block Group 3, Census Tract 219.05, King County, Washington",2074,1299,0,0,425,0,275,75,0,75
1500000US530330219054,"Block Group 4, Census Tract 219.05, King County, Washington",923,706,14,21,40,0,0,142,0,142
1500000US530330219061,"Block Group 1, Census Tract 219.06, King County, Washington",1978,1287,19,0,532,0,9,131,0,131
1500000US530330219062,"Block Group 2, Census Tract 219.06, King County, Washington",874,712,0,0,151,0,0,11,0,11
1500000US530330219063,"Block Group 3, Census Tract 219.06, King County, Washington",1730,1109,85,34,128,0,286,88,0,88
1500000US530330220011,"Block Group 1, Census Tract 220.01, King County, Washington",1155,1006,0,0,31,0,12,106,0,106
1500000US530330220012,"Block Group 2, Census Tract 220.01, King County, Washington",2955,2062,0,14,377,0,258,244,0,244
1500000US530330220013,"Block Group 3, Census Tract 220.01, King County, Washington",1619,1039,35,0,65,56,253,171,0,171
1500000US530330220031,"Block Group 1, Census Tract 220.03, King County, Washington",979,699,3,0,144,0,47,86,0,86
1500000US530330220032,"Block Group 2, Census Tract 220.03, King County, Washington",1189,731,59,0,170,0,16,213,47,166
1500000US530330220033,"Block Group 3, Census Tract 220.03, King County, Washington",951,680,11,0,160,0,22,78,24,54
1500000US530330220034,"Block Group 4, Census Tract 220.03, King County, Washington",1025,729,0,0,75,0,114,107,0,107
1500000US530330220035,"Block Group 5, Census Tract 220.03, King County, Washington",1101,773,47,11,72,0,156,42,12,30
1500000US530330220051,"Block Group 1, Census Tract 220.05, King County, Washington",2347,1714,58,15,419,0,0,141,99,42
1500000US530330220052,"Block Group 2, Census Tract 220.05, King County, Washington",1067,669,30,0,332,0,12,24,0,24
1500000US530330220053,"Block Group 3, Census Tract 220.05, King County, Washington",1610,1066,0,17,353,0,47,127,0,127
1500000US530330220061,"Block Group 1, Census Tract 220.06, King County, Washington",1301,1171,6,2,58,0,9,55,0,55
1500000US530330220062,"Block Group 2, Census Tract 220.06, King County, Washington",1364,1252,0,0,58,0,0,54,0,54
1500000US530330220063,"Block Group 3, Census Tract 220.06, King County, Washington",1214,999,10,0,163,0,14,28,0,28
1500000US530330221011,"Block Group 1, Census Tract 221.01, King County, Washington",1664,1176,61,1,274,0,1,151,0,151
1500000US530330221012,"Block Group 2, Census Tract 221.01, King County, Washington",909,777,0,0,112,0,0,20,0,20
1500000US530330221013,"Block Group 3, Census Tract 221.01, King County, Washington",1757,1436,0,0,268,0,0,53,0,53
1500000US530330221014,"Block Group 4, Census Tract 221.01, King County, Washington",614,570,0,0,19,0,0,25,0,25
1500000US530330221021,"Block Group 1, Census Tract 221.02, King County, Washington",2606,1998,2,0,497,0,36,73,0,73
1500000US530330221022,"Block Group 2, Census Tract 221.02, King County, Washington",928,821,0,0,29,0,38,40,40,0
1500000US530330221023,"Block Group 3, Census Tract 221.02, King County, Washington",1048,883,0,0,130,0,26,9,0,9
1500000US530330221024,"Block Group 4, Census Tract 221.02, King County, Washington",1784,1225,0,0,452,0,2,105,0,105
1500000US530330222011,"Block Group 1, Census Tract 222.01, King County, Washington",1036,827,0,0,146,0,19,44,6,38
1500000US530330222012,"Block Group 2, Census Tract 222.01, King County, Washington",1063,782,29,0,148,6,33,65,0,65
1500000US530330222013,"Block Group 3, Census Tract 222.01, King County, Washington",1375,1101,56,0,83,1,0,134,22,112
1500000US530330222014,"Block Group 4, Census Tract 222.01, King County, Washington",1233,1138,0,0,27,0,24,44,9,35
1500000US530330222021,"Block Group 1, Census Tract 222.02, King County, Washington",1375,1079,33,0,216,0,0,47,0,47
1500000US530330222022,"Block Group 2, Census Tract 222.02, King County, Washington",1843,1182,0,0,294,0,113,254,0,254
1500000US530330222023,"Block Group 3, Census Tract 222.02, King County, Washington",1233,1149,0,0,71,0,0,13,0,13
1500000US530330222024,"Block Group 4, Census Tract 222.02, King County, Washington",988,769,95,0,124,0,0,0,0,0
1500000US530330222025,"Block Group 5, Census Tract 222.02, King County, Washington",1998,1509,38,0,332,0,21,98,0,98
1500000US530330222031,"Block Group 1, Census Tract 222.03, King County, Washington",1864,1370,72,0,330,0,10,82,0,82
1500000US530330222032,"Block Group 2, Census Tract 222.03, King County, Washington",2060,1788,9,0,201,0,11,51,0,51
1500000US530330222033,"Block Group 3, Census Tract 222.03, King County, Washington",1080,808,10,0,212,0,0,50,0,50
1500000US530330223001,"Block Group 1, Census Tract 223, King County, Washington",1400,1175,34,0,82,0,27,82,0,82
1500000US530330223002,"Block Group 2, Census Tract 223, King County, Washington",1269,995,0,0,117,0,22,135,0,135
1500000US530330224001,"Block Group 1, Census Tract 224, King County, Washington",1725,1490,0,0,53,0,131,51,0,51
1500000US530330224002,"Block Group 2, Census Tract 224, King County, Washington",1436,1332,14,0,44,0,0,46,0,46
1500000US530330224003,"Block Group 3, Census Tract 224, King County, Washington",1501,1102,0,0,344,0,0,55,0,55
1500000US530330224004,"Block Group 4, Census Tract 224, King County, Washington",2056,1555,0,0,365,0,117,19,0,19
1500000US530330224005,"Block Group 5, Census Tract 224, King County, Washington",852,711,12,0,32,0,0,97,0,97
1500000US530330224006,"Block Group 6, Census Tract 224, King County, Washington",1259,1060,1,1,101,0,43,53,53,0
1500000US530330225001,"Block Group 1, Census Tract 225, King County, Washington",1661,1400,0,0,192,0,0,69,0,69
1500000US530330225002,"Block Group 2, Census Tract 225, King County, Washington",1707,1229,0,0,291,0,35,152,16,136
1500000US530330225003,"Block Group 3, Census Tract 225, King County, Washington",1348,1104,0,0,37,0,71,136,0,136
1500000US530330225004,"Block Group 4, Census Tract 225, King County, Washington",1428,1163,0,21,165,0,0,79,22,57
1500000US530330225005,"Block Group 5, Census Tract 225, King County, Washington",2285,1683,0,0,453,0,0,149,0,149
1500000US530330226031,"Block Group 1, Census Tract 226.03, King County, Washington",556,519,0,0,37,0,0,0,0,0
1500000US530330226032,"Block Group 2, Census Tract 226.03, King County, Washington",1107,799,0,0,180,0,0,128,5,123
1500000US530330226033,"Block Group 3, Census Tract 226.03, King County, Washington",1370,1083,0,0,87,0,180,20,20,0
1500000US530330226034,"Block Group 4, Census Tract 226.03, King County, Washington",1978,910,0,0,955,0,0,113,0,113
1500000US530330226035,"Block Group 5, Census Tract 226.03, King County, Washington",1223,809,0,27,350,0,0,37,0,37
1500000US530330226041,"Block Group 1, Census Tract 226.04, King County, Washington",1931,1476,0,0,370,28,0,57,0,57
1500000US530330226042,"Block Group 2, Census Tract 226.04, King County, Washington",1250,881,0,0,253,0,55,61,11,50
1500000US530330226043,"Block Group 3, Census Tract 226.04, King County, Washington",1909,1464,0,0,351,0,0,94,34,60
1500000US530330226051,"Block Group 1, Census Tract 226.05, King County, Washington",2616,1976,23,0,273,0,241,103,0,103
1500000US530330226052,"Block Group 2, Census Tract 226.05, King County, Washington",2015,1118,72,25,678,0,39,83,0,83
1500000US530330226053,"Block Group 3, Census Tract 226.05, King County, Washington",1990,1032,35,0,745,0,84,94,0,94
1500000US530330226061,"Block Group 1, Census Tract 226.06, King County, Washington",1485,1145,0,0,311,0,0,29,0,29
1500000US530330226062,"Block Group 2, Census Tract 226.06, King County, Washington",1637,774,28,0,819,0,16,0,0,0
1500000US530330226063,"Block Group 3, Census Tract 226.06, King County, Washington",1830,1691,0,0,37,0,34,68,0,68
1500000US530330226064,"Block Group 4, Census Tract 226.06, King County, Washington",1327,853,14,0,460,0,0,0,0,0
1500000US530330227011,"Block Group 1, Census Tract 227.01, King County, Washington",1659,1412,37,25,130,0,15,40,0,40
1500000US530330227012,"Block Group 2, Census Tract 227.01, King County, Washington",1663,1253,37,0,239,0,0,134,16,118
1500000US530330227021,"Block Group 1, Census Tract 227.02, King County, Washington",1290,1009,0,0,180,35,0,66,0,66
1500000US530330227022,"Block Group 2, Census Tract 227.02, King County, Washington",1650,1322,39,4,169,5,4,107,2,105
1500000US530330227023,"Block Group 3, Census Tract 227.02, King County, Washington",1256,1046,17,7,114,0,10,62,0,62
1500000US530330227031,"Block Group 1, Census Tract 227.03, King County, Washington",1424,980,22,0,319,0,1,102,0,102
1500000US530330227032,"Block Group 2, Census Tract 227.03, King County, Washington",1140,820,26,0,259,0,0,35,6,29
1500000US530330228011,"Block Group 1, Census Tract 228.01, King County, Washington",2497,741,24,0,1717,0,0,15,0,15
1500000US530330228012,"Block Group 2, Census Tract 228.01, King County, Washington",3626,1374,221,34,1683,0,45,269,121,148
1500000US530330228013,"Block Group 3, Census Tract 228.01, King County, Washington",1235,994,31,0,172,0,0,38,0,38
1500000US530330228014,"Block Group 4, Census Tract 228.01, King County, Washington",1766,1041,79,0,646,0,0,0,0,0
1500000US530330228021,"Block Group 1, Census Tract 228.02, King County, Washington",1733,1100,52,0,484,0,31,66,0,66
1500000US530330228022,"Block Group 2, Census Tract 228.02, King County, Washington",2065,1474,0,0,529,0,0,62,0,62
1500000US530330228023,"Block Group 3, Census Tract 228.02, King County, Washington",1455,877,44,0,477,0,11,46,10,36
1500000US530330228031,"Block Group 1, Census Tract 228.03, King County, Washington",885,130,1,0,653,0,1,100,0,100
1500000US530330228032,"Block Group 2, Census Tract 228.03, King County, Washington",2728,1141,11,8,1506,0,15,47,0,47
1500000US530330228033,"Block Group 3, Census Tract 228.03, King County, Washington",2610,1090,111,0,992,137,219,61,0,61
1500000US530330229011,"Block Group 1, Census Tract 229.01, King County, Washington",1553,1077,32,0,387,0,11,46,0,46
1500000US530330229012,"Block Group 2, Census Tract 229.01, King County, Washington",1268,699,35,0,370,0,0,164,31,133
1500000US530330229021,"Block Group 1, Census Tract 229.02, King County, Washington",1763,977,23,0,647,0,47,69,0,69
1500000US530330229022,"Block Group 2, Census Tract 229.02, King County, Washington",944,691,0,0,253,0,0,0,0,0
1500000US530330229023,"Block Group 3, Census Tract 229.02, King County, Washington",775,505,1,0,268,0,0,1,0,1
1500000US530330229024,"Block Group 4, Census Tract 229.02, King County, Washington",1872,872,71,0,814,0,18,97,36,61
1500000US530330229025,"Block Group 5, Census Tract 229.02, King County, Washington",1309,1071,17,0,177,0,0,44,0,44
1500000US530330230001,"Block Group 1, Census Tract 230, King County, Washington",1715,1465,47,0,130,0,17,56,0,56
1500000US530330230002,"Block Group 2, Census Tract 230, King County, Washington",1229,788,27,0,322,1,16,75,0,75
1500000US530330230003,"Block Group 3, Census Tract 230, King County, Washington",1941,936,23,0,812,0,19,151,0,151
1500000US530330230004,"Block Group 4, Census Tract 230, King County, Washington",1284,988,0,0,201,0,25,70,17,53
1500000US530330231001,"Block Group 1, Census Tract 231, King County, Washington",1156,540,0,0,513,0,59,44,17,27
1500000US530330231002,"Block Group 2, Census Tract 231, King County, Washington",1639,1139,9,0,314,0,0,177,15,162
1500000US530330231003,"Block Group 3, Census Tract 231, King County, Washington",1393,1046,33,0,199,0,0,115,0,115
1500000US530330232011,"Block Group 1, Census Tract 232.01, King County, Washington",1330,569,16,0,723,0,0,22,0,22
1500000US530330232012,"Block Group 2, Census Tract 232.01, King County, Washington",3111,1573,45,7,1475,0,0,11,0,11
1500000US530330232013,"Block Group 3, Census Tract 232.01, King County, Washington",2174,626,3,0,1531,0,0,14,0,14
1500000US530330232021,"Block Group 1, Census Tract 232.02, King County, Washington",2201,1413,140,0,438,0,197,13,0,13
1500000US530330232022,"Block Group 2, Census Tract 232.02, King County, Washington",1490,708,87,8,513,0,76,98,0,98
1500000US530330232023,"Block Group 3, Census Tract 232.02, King County, Washington",908,525,96,13,231,0,17,26,0,26
1500000US530330233001,"Block Group 1, Census Tract 233, King County, Washington",2119,1714,0,0,368,0,0,37,22,15
1500000US530330233002,"Block Group 2, Census Tract 233, King County, Washington",1805,1243,28,0,523,0,0,11,0,11
1500000US530330233003,"Block Group 3, Census Tract 233, King County, Washington",2032,1514,29,27,342,0,17,103,22,81
1500000US530330233004,"Block Group 4, Census Tract 233, King County, Washington",1335,658,0,0,370,0,244,63,0,63
1500000US530330234011,"Block Group 1, Census Tract 234.01, King County, Washington",1159,767,15,46,249,0,0,82,0,82
1500000US530330234012,"Block Group 2, Census Tract 234.01, King County, Washington",1463,748,19,0,589,18,4,85,0,85
1500000US530330234013,"Block Group 3, Census Tract 234.01, King County, Washington",1329,618,134,123,379,0,8,67,0,67
1500000US530330234031,"Block Group 1, Census Tract 234.03, King County, Washington",1492,921,34,0,449,0,0,88,30,58
1500000US530330234032,"Block Group 2, Census Tract 234.03, King County, Washington",1424,1035,10,0,293,0,1,85,0,85
1500000US530330234033,"Block Group 3, Census Tract 234.03, King County, Washington",1418,1075,0,0,184,13,8,138,0,138
1500000US530330234041,"Block Group 1, Census Tract 234.04, King County, Washington",2046,1581,5,0,326,0,52,82,19,63
1500000US530330234042,"Block Group 2, Census Tract 234.04, King County, Washington",1501,1354,0,0,87,0,10,50,0,50
1500000US530330235001,"Block Group 1, Census Tract 235, King County, Washington",1394,678,0,12,580,0,25,99,0,99
1500000US530330235002,"Block Group 2, Census Tract 235, King County, Washington",1354,711,62,0,493,0,13,75,0,75
1500000US530330235003,"Block Group 3, Census Tract 235, King County, Washington",1317,876,80,0,299,0,0,62,6,56
1500000US530330236011,"Block Group 1, Census Tract 236.01, King County, Washington",1802,789,82,12,854,0,49,16,4,12
1500000US530330236012,"Block Group 2, Census Tract 236.01, King County, Washington",1519,629,127,0,585,0,16,162,0,162
1500000US530330236013,"Block Group 3, Census Tract 236.01, King County, Washington",1036,663,0,0,357,0,0,16,0,16
1500000US530330236031,"Block Group 1, Census Tract 236.03, King County, Washington",1277,720,47,0,434,0,20,56,0,56
1500000US530330236032,"Block Group 2, Census Tract 236.03, King County, Washington",2743,618,26,0,2066,0,17,16,0,16
1500000US530330236033,"Block Group 3, Census Tract 236.03, King County, Washington",1310,658,0,0,528,0,0,124,105,19
1500000US530330236034,"Block Group 4, Census Tract 236.03, King County, Washington",1232,562,0,0,463,0,185,22,0,22
1500000US530330236041,"Block Group 1, Census Tract 236.04, King County, Washington",2780,977,222,0,853,101,560,67,15,52
1500000US530330236042,"Block Group 2, Census Tract 236.04, King County, Washington",1119,623,92,0,351,39,0,14,0,14
1500000US530330236043,"Block Group 3, Census Tract 236.04, King County, Washington",1455,904,0,21,434,0,22,74,46,28
1500000US530330236044,"Block Group 4, Census Tract 236.04, King County, Washington",943,639,0,0,90,128,0,86,0,86
1500000US530330237001,"Block Group 1, Census Tract 237, King County, Washington",1032,692,37,0,278,0,0,25,0,25
1500000US530330237002,"Block Group 2, Census Tract 237, King County, Washington",1996,1193,0,0,609,0,47,147,41,106
1500000US530330237003,"Block Group 3, Census Tract 237, King County, Washington",1565,808,21,0,627,0,47,62,0,62
1500000US530330238011,"Block Group 1, Census Tract 238.01, King County, Washington",2383,1324,0,0,948,66,7,38,0,38
1500000US530330238012,"Block Group 2, Census Tract 238.01, King County, Washington",1036,474,71,0,401,0,9,81,9,72
1500000US530330238031,"Block Group 1, Census Tract 238.03, King County, Washington",2943,1355,0,0,1431,40,14,103,0,103
1500000US530330238032,"Block Group 2, Census Tract 238.03, King County, Washington",2761,1672,0,0,1024,0,35,30,0,30
1500000US530330238041,"Block Group 1, Census Tract 238.04, King County, Washington",2288,1433,20,0,803,0,0,32,23,9
1500000US530330238042,"Block Group 2, Census Tract 238.04, King County, Washington",2542,1372,76,65,933,0,0,96,0,96
1500000US530330238043,"Block Group 3, Census Tract 238.04, King County, Washington",3135,1646,169,17,1148,0,2,153,22,131
1500000US530330239001,"Block Group 1, Census Tract 239, King County, Washington",2048,1414,76,15,355,0,14,174,0,174
1500000US530330239002,"Block Group 2, Census Tract 239, King County, Washington",1666,1308,12,0,278,0,23,45,0,45
1500000US530330239003,"Block Group 3, Census Tract 239, King County, Washington",2129,1434,0,0,627,24,3,41,0,41
1500000US530330239004,"Block Group 4, Census Tract 239, King County, Washington",1163,874,0,0,270,0,19,0,0,0
1500000US530330240001,"Block Group 1, Census Tract 240, King County, Washington",2063,1247,0,0,720,0,34,62,0,62
1500000US530330240002,"Block Group 2, Census Tract 240, King County, Washington",1544,659,0,0,760,0,99,26,0,26
1500000US530330240003,"Block Group 3, Census Tract 240, King County, Washington",1907,876,0,0,1015,0,0,16,0,16
1500000US530330240004,"Block Group 4, Census Tract 240, King County, Washington",2142,1147,106,0,687,0,3,199,32,167
1500000US530330241001,"Block Group 1, Census Tract 241, King County, Washington",1093,880,0,0,172,0,5,36,0,36
1500000US530330241002,"Block Group 2, Census Tract 241, King County, Washington",858,593,0,0,167,11,0,87,0,87
1500000US530330241003,"Block Group 3, Census Tract 241, King County, Washington",1742,1066,31,0,531,0,0,114,0,114
1500000US530330241004,"Block Group 4, Census Tract 241, King County, Washington",1227,939,0,8,233,0,7,40,0,40
1500000US530330242001,"Block Group 1, Census Tract 242, King County, Washington",1789,1288,24,0,368,0,0,109,0,109
1500000US530330242002,"Block Group 2, Census Tract 242, King County, Washington",1471,992,11,0,416,0,11,41,0,41
1500000US530330243001,"Block Group 1, Census Tract 243, King County, Washington",1792,1281,0,0,390,21,0,100,0,100
1500000US530330243002,"Block Group 2, Census Tract 243, King County, Washington",2459,1938,108,0,310,0,20,83,0,83
1500000US530330243003,"Block Group 3, Census Tract 243, King County, Washington",1493,1061,97,0,273,0,0,62,0,62
1500000US530330243004,"Block Group 4, Census Tract 243, King County, Washington",1966,1531,14,0,230,0,113,78,0,78
1500000US530330243005,"Block Group 5, Census Tract 243, King County, Washington",1298,831,0,0,394,0,17,56,0,56
1500000US530330244001,"Block Group 1, Census Tract 244, King County, Washington",1216,859,12,0,345,0,0,0,0,0
1500000US530330244002,"Block Group 2, Census Tract 244, King County, Washington",1892,1236,10,0,503,0,100,43,11,32
1500000US530330245001,"Block Group 1, Census Tract 245, King County, Washington",2504,1944,0,9,430,0,0,121,9,112
1500000US530330245002,"Block Group 2, Census Tract 245, King County, Washington",1307,961,17,0,198,0,55,76,0,76
1500000US530330245003,"Block Group 3, Census Tract 245, King County, Washington",1322,879,0,0,372,0,10,61,0,61
1500000US530330246011,"Block Group 1, Census Tract 246.01, King County, Washington",1471,1077,29,0,253,0,0,112,0,112
1500000US530330246012,"Block Group 2, Census Tract 246.01, King County, Washington",1462,1335,0,0,118,0,0,9,0,9
1500000US530330246013,"Block Group 3, Census Tract 246.01, King County, Washington",1597,1153,1,1,370,0,0,72,0,72
1500000US530330246021,"Block Group 1, Census Tract 246.02, King County, Washington",1023,750,0,0,257,0,0,16,0,16
1500000US530330246022,"Block Group 2, Census Tract 246.02, King County, Washington",2201,1637,0,12,469,0,0,83,0,83
1500000US530330246023,"Block Group 3, Census Tract 246.02, King County, Washington",672,582,7,0,67,0,0,16,0,16
1500000US530330247011,"Block Group 1, Census Tract 247.01, King County, Washington",1095,614,69,0,328,0,0,84,0,84
1500000US530330247012,"Block Group 2, Census Tract 247.01, King County, Washington",1860,824,222,0,667,18,14,115,39,76
